text_content,sender_domain,label
This is to confirm your selection as a Data Science Intern at Amazon,amazon.com,1
NVIDIA welcomes you to the internship program,google.com,1
Internship offer pending your response,internship-certificate.xyz,0
You have been officially accepted as a Microsoft intern,ibm.com,1
"Your resume has been shortlisted, please respond to proceed",internship-certificate.xyz,0
This is to confirm your selection as a Data Science Intern at Amazon,amazon.com,1
Internship joining instructions from Intel,amazon.com,1
This is to certify your internship at Microsoft,amazon.com,1
Final selection list for internship at SAP,ibm.com,1
Urgent: Confirm your internship slot now,careerupdate.online,0
Final reminder to complete your internship registration,verify-now.info,0
Kindly pay a processing fee to confirm your internship,careers-meta.org,0
Internship Confirmation Letter from IBM,oracle.com,1
Kindly pay a processing fee to confirm your internship,intern-checks.net,0
Welcome to the Google Summer Internship Program,nvidia.com,1
Urgent: Confirm your internship slot now,jobs-securelink.co,0
"Congratulations, you're selected for internship",hr-google.com,0
Welcome to the Google Summer Internship Program,google.com,1
Final selection list for internship at SAP,intel.com,1
Welcome to the Google Summer Internship Program,oracle.com,1
Urgent: Confirm your internship slot now,internmail.cc,0
"Your resume has been shortlisted, please respond to proceed",internmail.cc,0
Click the link to claim your internship opportunity,intern-checks.net,0
"Limited-time internship offer, apply now",careerupdate.online,0
Internship offer pending your response,hr-google.com,0
"Your resume has been shortlisted, please respond to proceed",hr-google.com,0
You have been officially accepted as a Microsoft intern,sap.com,1
"Congratulations, you're selected for internship",jobs-securelink.co,0
Final reminder to complete your internship registration,hr-google.com,0
Pay ₹999 to receive your certificate,urgent-offer.net,0
"Your resume has been shortlisted, please respond to proceed",jobs-securelink.co,0
Internship offer pending your response,intern-checks.net,0
This is to certify your internship at Microsoft,ibm.com,1
Click the link to claim your internship opportunity,verify-now.info,0
Internship offer pending your response,intern-checks.net,0
"Congratulations, you're selected for internship",intern-checks.net,0
This is to certify your internship at Microsoft,sap.com,1
Offer letter for Summer Internship at Adobe,intel.com,1
You have been officially accepted as a Microsoft intern,oracle.com,1
Internship Confirmation Letter from IBM,sap.com,1
NVIDIA welcomes you to the internship program,sap.com,1
Internship Confirmation Letter from IBM,intel.com,1
Internship Confirmation Letter from IBM,amazon.com,1
Verify your credentials to unlock internship offer,hr-google.com,0
Pay ₹999 to receive your certificate,intern-portal.org,0
Pay ₹999 to receive your certificate,jobs-securelink.co,0
Click the link to claim your internship opportunity,careerupdate.online,0
This is to certify your internship at Microsoft,sap.com,1
This is to certify your internship at Microsoft,sap.com,1
This is to certify your internship at Microsoft,ibm.com,1
This is to confirm your selection as a Data Science Intern at Amazon,adobe.com,1
Verify your credentials to unlock internship offer,careerupdate.online,0
Urgent: Confirm your internship slot now,internmail.cc,0
NVIDIA welcomes you to the internship program,intel.com,1
Internship Confirmation Letter from IBM,ibm.com,1
Final reminder to complete your internship registration,internship-certificate.xyz,0
Verify your credentials to unlock internship offer,urgent-offer.net,0
This is to certify your internship at Microsoft,ibm.com,1
Final reminder to complete your internship registration,careers-meta.org,0
"Your resume has been shortlisted, please respond to proceed",urgent-offer.net,0
Internship joining instructions from Intel,google.com,1
Final reminder to complete your internship registration,internship-certificate.xyz,0
Click the link to claim your internship opportunity,intern-checks.net,0
Final reminder to complete your internship registration,careerupdate.online,0
"Limited-time internship offer, apply now",intern-portal.org,0
NVIDIA welcomes you to the internship program,sap.com,1
Kindly pay a processing fee to confirm your internship,hr-google.com,0
"Congratulations, you're selected for internship",hr-google.com,0
This is to confirm your selection as a Data Science Intern at Amazon,google.com,1
Verify your credentials to unlock internship offer,urgent-offer.net,0
Offer letter for Summer Internship at Adobe,intel.com,1
Kindly pay a processing fee to confirm your internship,verify-now.info,0
Welcome to the Google Summer Internship Program,nvidia.com,1
NVIDIA welcomes you to the internship program,adobe.com,1
Internship offer pending your response,verify-now.info,0
NVIDIA welcomes you to the internship program,sap.com,1
Click the link to claim your internship opportunity,intern-checks.net,0
This is to certify your internship at Microsoft,adobe.com,1
This is to confirm your selection as a Data Science Intern at Amazon,amazon.com,1
Internship opportunity confirmation from Oracle,oracle.com,1
Pay ₹999 to receive your certificate,urgent-offer.net,0
Click the link to claim your internship opportunity,jobs-securelink.co,0
Internship Confirmation Letter from IBM,ibm.com,1
You have been officially accepted as a Microsoft intern,intel.com,1
Final reminder to complete your internship registration,verify-now.info,0
Urgent: Confirm your internship slot now,hr-google.com,0
You have been officially accepted as a Microsoft intern,ibm.com,1
Pay ₹999 to receive your certificate,internmail.cc,0
Kindly pay a processing fee to confirm your internship,internmail.cc,0
This is to certify your internship at Microsoft,ibm.com,1
"Your resume has been shortlisted, please respond to proceed",hr-google.com,0
Internship joining instructions from Intel,oracle.com,1
This is to certify your internship at Microsoft,microsoft.com,1
Internship offer pending your response,jobs-securelink.co,0
Verify your credentials to unlock internship offer,internmail.cc,0
Offer letter for Summer Internship at Adobe,oracle.com,1
Kindly pay a processing fee to confirm your internship,urgent-offer.net,0
Welcome to the Google Summer Internship Program,nvidia.com,1
Final reminder to complete your internship registration,intern-portal.org,0
You have been officially accepted as a Microsoft intern,microsoft.com,1
Offer letter for Summer Internship at Adobe,amazon.com,1
Click the link to claim your internship opportunity,jobs-securelink.co,0
Welcome to the Google Summer Internship Program,microsoft.com,1
Final reminder to complete your internship registration,internship-certificate.xyz,0
Kindly pay a processing fee to confirm your internship,careerupdate.online,0
Final selection list for internship at SAP,sap.com,1
Click the link to claim your internship opportunity,careers-meta.org,0
This is to certify your internship at Microsoft,intel.com,1
Internship Confirmation Letter from IBM,google.com,1
"Congratulations, you're selected for internship",jobs-securelink.co,0
"Congratulations, you're selected for internship",internmail.cc,0
You have been officially accepted as a Microsoft intern,nvidia.com,1
"Limited-time internship offer, apply now",careerupdate.online,0
Internship offer pending your response,careers-meta.org,0
Internship joining instructions from Intel,microsoft.com,1
"Your resume has been shortlisted, please respond to proceed",internmail.cc,0
Final selection list for internship at SAP,oracle.com,1
This is to certify your internship at Microsoft,ibm.com,1
Click the link to claim your internship opportunity,urgent-offer.net,0
This is to certify your internship at Microsoft,ibm.com,1
Verify your credentials to unlock internship offer,jobs-securelink.co,0
"Limited-time internship offer, apply now",intern-checks.net,0
Final selection list for internship at SAP,ibm.com,1
"Congratulations, you're selected for internship",intern-checks.net,0
Offer letter for Summer Internship at Adobe,intel.com,1
You have been officially accepted as a Microsoft intern,intel.com,1
Internship opportunity confirmation from Oracle,adobe.com,1
Internship joining instructions from Intel,sap.com,1
Internship Confirmation Letter from IBM,ibm.com,1
This is to confirm your selection as a Data Science Intern at Amazon,intel.com,1
Pay ₹999 to receive your certificate,intern-portal.org,0
Internship offer pending your response,intern-portal.org,0
Internship opportunity confirmation from Oracle,microsoft.com,1
Final selection list for internship at SAP,intel.com,1
"Your resume has been shortlisted, please respond to proceed",intern-portal.org,0
Urgent: Confirm your internship slot now,jobs-securelink.co,0
Internship Confirmation Letter from IBM,google.com,1
"Your resume has been shortlisted, please respond to proceed",careers-meta.org,0
Offer letter for Summer Internship at Adobe,adobe.com,1
Kindly pay a processing fee to confirm your internship,jobs-securelink.co,0
This is to confirm your selection as a Data Science Intern at Amazon,adobe.com,1
